key,truth,prediction
2776,"{'heading': '240', 'target': 'silver helicopter', 'tool': 'anti-air artillery'}","{'heading': '240', 'tool': 'anti-air artillery. Execute defensive maneuvers', 'target': 'silver helicopter'}"
2777,"{'heading': '215', 'target': 'blue and black camouflage missile', 'tool': 'machine gun'}","{'heading': '215', 'tool': 'machine gun', 'target': 'Engage target, blue and black camouflage missile'}"
2778,"{'heading': '170', 'target': 'white and orange light aircraft', 'tool': 'anti-air artillery'}","{'heading': '170', 'tool': 'anti-air artillery', 'target': 'white and orange light aircraft'}"
2779,"{'heading': '090', 'target': 'yellow, orange, and red commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '00', 'tool': 'electromagnetic pulse', 'target': 'zero niner zero'}"
2780,"{'heading': '070', 'target': 'brown and grey light aircraft', 'tool': 'EMP'}","{'heading': '070', 'tool': 'air defense turrets', 'target': 'air defense turrets'}"
2781,"{'heading': '190', 'target': 'orange and grey camouflage drone', 'tool': 'EMP'}","{'heading': '10', 'tool': 'EMP', 'target': 'one niner zero'}"
2782,"{'heading': '135', 'target': 'blue commercial aircraft', 'tool': 'EMP'}","{'heading': '135', 'tool': 'Deploy EMP', 'target': 'blue commercial aircraft'}"
2783,"{'heading': '355', 'target': 'white cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '355', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
2784,"{'heading': '180', 'target': 'blue and brown commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '180', 'tool': 'Deploy interceptor jets', 'target': 'one eight zero, engage blue and brown commercial aircraft'}"
2785,"{'heading': '120', 'target': 'red and orange drone', 'tool': 'electromagnetic pulse'}","{'heading': '120', 'tool': 'Deploy electromagnetic pulse', 'target': 'a red and orange drone'}"
2786,"{'heading': '115', 'target': 'brown, orange, and blue light aircraft', 'tool': 'EMP'}","{'heading': '115', 'tool': 'EMP', 'target': 'brown, orange, and blue light aircraft'}"
2787,"{'heading': '035', 'target': 'orange, black, and purple light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '035', 'tool': 'deploy electromagnetic pulse', 'target': ''}"
2788,"{'heading': '040', 'target': 'black, yellow, and green fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '040', 'tool': 'Deploy surface-to-air missiles', 'target': ''}"
2789,"{'heading': '285', 'target': 'yellow, purple, and green drone', 'tool': 'EMP'}","{'heading': '285', 'tool': 'Activate EMP', 'target': 'yellow, purple, and green drone'}"
2790,"{'heading': '060', 'target': 'blue and black cargo aircraft', 'tool': 'EMP'}","{'heading': '060', 'tool': 'Engage', 'target': 'blue and black cargo aircraft'}"
2791,"{'heading': '085', 'target': 'purple, blue, and grey fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '085', 'tool': 'Engage surface-to-air missiles', 'target': 'zero eight five'}"
2792,"{'heading': '215', 'target': 'orange drone', 'tool': 'EMP'}","{'heading': '215', 'tool': 'Deploy EMP', 'target': 'orange drone'}"
2793,"{'heading': '335', 'target': 'brown, blue, and green cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '335', 'tool': 'Control tower to turrets, deploy electromagnetic pulse', 'target': 'brown, blue, and green cargo aircraft'}"
2794,"{'heading': '360', 'target': 'purple, green, and red cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
2795,"{'heading': '320', 'target': 'orange drone', 'tool': 'electromagnetic pulse'}","{'heading': '320', 'tool': '', 'target': 'orange drone'}"
2796,"{'heading': '135', 'target': 'grey and red light aircraft', 'tool': 'machine gun'}","{'heading': '135', 'tool': 'Deploy machine gun', 'target': 'grey and red light aircraft'}"
2797,"{'heading': '055', 'target': 'black cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '055', 'tool': 'Air defense turret', 'target': 'zero five five'}"
2798,"{'heading': '280', 'target': 'brown and green fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '280', 'tool': 'electromagnetic pulse', 'target': 'brown and green fighter jet'}"
2799,"{'heading': '140', 'target': 'red, black, and green commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '140', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse on red, black, and green commercial aircraft'}"
2800,"{'heading': '130', 'target': 'silver, blue, and red helicopter', 'tool': 'anti-air artillery'}","{'heading': '130', 'tool': '', 'target': 'a silver, blue, and red helicopter'}"
2801,"{'heading': '360', 'target': 'yellow helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '360', 'tool': '', 'target': 'yellow helicopter'}"
2802,"{'heading': '075', 'target': 'purple, orange, and white drone', 'tool': 'electromagnetic pulse'}","{'heading': '075', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse against the purple, orange, and white drone'}"
2803,"{'heading': '090', 'target': 'black and brown commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '00', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
2804,"{'heading': '360', 'target': 'black light aircraft', 'tool': 'machine gun'}","{'heading': '360', 'tool': 'Engage', 'target': 'Over'}"
2805,"{'heading': '050', 'target': 'white fighter jet', 'tool': 'machine gun'}","{'heading': '050', 'tool': 'Engage white fighter jet with machine gun', 'target': 'zero five zero'}"
2806,"{'heading': '010', 'target': 'orange, white, and red commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '010', 'tool': 'surface-to-air turrets', 'target': 'surface - to - air turrets'}"
2807,"{'heading': '070', 'target': 'orange and brown helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '070', 'tool': 'Engage electromagnetic pulse', 'target': 'orange and brown helicopter'}"
2808,"{'heading': '110', 'target': 'white cargo aircraft', 'tool': 'EMP'}","{'heading': '110', 'tool': 'EMP. Execute strike', 'target': 'white cargo aircraft'}"
2809,"{'heading': '290', 'target': 'white and grey helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '20', 'tool': 'surface-to-air missiles', 'target': 'the white and grey helicopter'}"
2810,"{'heading': '005', 'target': 'grey, green, and yellow helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '005', 'tool': 'electromagnetic pulse', 'target': 'helicopter'}"
2811,"{'heading': '295', 'target': 'green and silver missile', 'tool': 'surface-to-air missiles'}","{'heading': '25', 'tool': 'Target locked', 'target': 'Target locked'}"
2812,"{'heading': '190', 'target': 'white, grey, and orange fighter plane', 'tool': 'machine gun'}","{'heading': '10', 'tool': 'machine gun', 'target': 'Turret Mike, engage target, white, grey, and orange fighter plane'}"
2813,"{'heading': '315', 'target': 'silver cargo aircraft', 'tool': 'EMP'}","{'heading': '315', 'tool': 'EMP', 'target': 'silver cargo aircraft with EMP. Target identified. Over'}"
2814,"{'heading': '040', 'target': 'yellow, black, and brown commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '040', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse'}"
2815,"{'heading': '210', 'target': 'white helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '210', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse on a white helicopter'}"
2816,"{'heading': '095', 'target': 'green, orange, and blue fighter jet', 'tool': 'interceptor jets'}","{'heading': '05', 'tool': 'Control tower to air defense turrets', 'target': 'air defense turrets'}"
2817,"{'heading': '245', 'target': 'grey commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '245', 'tool': 'Deploy interceptor jets', 'target': 'grey commercial aircraft'}"
2818,"{'heading': '295', 'target': 'white and purple fighter jet', 'tool': 'interceptor jets'}","{'heading': '25', 'tool': 'Deploy interceptor jets', 'target': 'white and purple fighter jet'}"
2819,"{'heading': '310', 'target': 'white fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '310', 'tool': 'Deploy surface-to-air missiles', 'target': 'white fighter jet'}"
2820,"{'heading': '120', 'target': 'black light aircraft', 'tool': 'anti-air artillery'}","{'heading': '120', 'tool': 'anti-air artillery', 'target': 'black light aircraft'}"
2821,"{'heading': '245', 'target': 'white and green cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '245', 'tool': 'fire', 'target': 'fire'}"
2822,"{'heading': '320', 'target': 'blue, orange, and brown drone', 'tool': 'machine gun'}","{'heading': '320', 'tool': 'machine gun', 'target': 'machine gun'}"
2823,"{'heading': '025', 'target': 'silver fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '025', 'tool': 'Control tower to all turrets, intercept target silver fighter jet at heading zero two five, deploy surface-to-air missiles', 'target': 'silver fighter jet'}"
2824,"{'heading': '140', 'target': 'green and brown fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '140', 'tool': 'fire at will', 'target': 'fire at will'}"
2825,"{'heading': '080', 'target': 'yellow, white, and red missile', 'tool': 'machine gun'}","{'heading': '080', 'tool': 'Deploy machine gun', 'target': 'zero eight zero'}"
2826,"{'heading': '345', 'target': 'orange and green helicopter', 'tool': 'EMP'}","{'heading': '345', 'tool': 'EMP', 'target': 'orange and green helicopter'}"
2827,"{'heading': '130', 'target': 'silver, black, and purple fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '130', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles'}"
2828,"{'heading': '020', 'target': 'orange and green cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '020', 'tool': 'Control Tower to turrets, deploy anti-air artillery', 'target': 'Control Tower to turrets, deploy anti - air artillery to heading zero two zero'}"
2829,"{'heading': '195', 'target': 'red, blue, and brown helicopter', 'tool': 'anti-air artillery'}","{'heading': '15', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
2830,"{'heading': '135', 'target': 'blue and white drone', 'tool': 'electromagnetic pulse'}","{'heading': '135', 'tool': 'Turret, deploy electromagnetic pulse', 'target': 'electromagnetic pulse on the blue and white drone'}"
2831,"{'heading': '060', 'target': 'purple missile', 'tool': 'surface-to-air missiles'}","{'heading': '060', 'tool': 'deploy surface-to-air missiles', 'target': 'purple missile'}"
2832,"{'heading': '245', 'target': 'grey, orange, and red cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '245', 'tool': 'Engage', 'target': 'Over'}"
2833,"{'heading': '125', 'target': 'brown and purple fighter jet', 'tool': 'EMP'}","{'heading': '125', 'tool': 'Deploy EMP', 'target': 'brown and purple fighter jet'}"
2834,"{'heading': '345', 'target': 'grey, orange, and green commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '345', 'tool': 'deploy electromagnetic pulse', 'target': 'commercial aircraft'}"
2835,"{'heading': '100', 'target': 'purple and black cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '100', 'tool': 'Deploy interceptor jets', 'target': 'purple and black cargo aircraft'}"
2836,"{'heading': '225', 'target': 'yellow drone', 'tool': 'drone catcher'}","{'heading': '225', 'tool': 'deploy drone catcher', 'target': 'drone catcher'}"
2837,"{'heading': '265', 'target': 'red and white camouflage missile', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'Engage', 'target': ''}"
2838,"{'heading': '095', 'target': 'grey cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '05', 'tool': 'air defense turrets', 'target': 'grey cargo aircraft'}"
2839,"{'heading': '075', 'target': 'red and yellow helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '075', 'tool': 'electromagnetic pulse', 'target': 'red and yellow helicopter'}"
2840,"{'heading': '250', 'target': 'brown and orange drone', 'tool': 'surface-to-air missiles'}","{'heading': '250', 'tool': 'surface-to-air missiles', 'target': 'brown and orange drone'}"
2841,"{'heading': '110', 'target': 'brown and blue helicopter', 'tool': 'anti-air artillery'}","{'heading': '110', 'tool': 'deploy anti-air artillery', 'target': 'brown and blue helicopter heading one one zero, deploy anti - air artillery'}"
2842,"{'heading': '285', 'target': 'orange and purple commercial aircraft', 'tool': 'interceptor jets'}","{'heading': '285', 'tool': 'Deploy interceptor jets', 'target': ''}"
2843,"{'heading': '355', 'target': 'purple and grey fighter jet', 'tool': 'machine gun'}","{'heading': '355', 'tool': 'Deploy machine gun', 'target': 'purple and grey fighter jet'}"
2844,"{'heading': '280', 'target': 'yellow, green, and black commercial aircraft', 'tool': 'EMP'}","{'heading': '280', 'tool': 'Fire EMP', 'target': 'Fire EMP at yellow, green, and black commercial aircraft'}"
2845,"{'heading': '260', 'target': 'black, grey, and blue cargo aircraft', 'tool': 'EMP'}","{'heading': '260', 'tool': 'Fire EMP', 'target': 'black, grey, and blue cargo aircraft'}"
2846,"{'heading': '155', 'target': 'orange, brown, and white fighter jet', 'tool': 'anti-air artillery'}","{'heading': '155', 'tool': 'anti-air artillery', 'target': 'an orange, brown, and white fighter jet'}"
2847,"{'heading': '210', 'target': 'red commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '210', 'tool': '', 'target': 'fire at will'}"
2848,"{'heading': '360', 'target': 'black light aircraft', 'tool': 'EMP'}","{'heading': '360', 'tool': 'Deploy EMP', 'target': 'black light aircraft'}"
2849,"{'heading': '175', 'target': 'orange and silver drone', 'tool': 'surface-to-air missiles'}","{'heading': '175', 'tool': 'Engage target, orange and silver drone, at heading one seven five with surface-to-air missiles', 'target': 'Engage target, orange and silver drone'}"
2850,"{'heading': '170', 'target': 'purple and brown camouflage commercial aircraft', 'tool': 'EMP'}","{'heading': '170', 'tool': 'EMP tool', 'target': 'purple and brown camouflage commercial aircraft'}"
2851,"{'heading': '260', 'target': 'white cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '260', 'tool': 'EMP', 'target': 'white cargo aircraft'}"
2852,"{'heading': '080', 'target': 'red and silver fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '080', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse'}"
2853,"{'heading': '280', 'target': 'black helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '280', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse'}"
2854,"{'heading': '065', 'target': 'green fighter jet', 'tool': 'anti-air artillery'}","{'heading': '065', 'tool': 'anti-air artillery', 'target': 'green fighter jet'}"
2855,"{'heading': '195', 'target': 'silver, red, and purple missile', 'tool': 'electromagnetic pulse'}","{'heading': '15', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse'}"
2856,"{'heading': '140', 'target': 'orange light aircraft', 'tool': 'anti-air artillery'}","{'heading': '140', 'tool': 'Control tower', 'target': ''}"
2857,"{'heading': '330', 'target': 'purple and silver cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '330', 'tool': 'Deploy interceptor jets', 'target': 'purple and silver cargo aircraft'}"
